Catalogue number,Parent image ID,Mars Express/HRSC DTM (best resolution),HRSC DTM resolution (m/px),HiRISE available ?,HiRISE image,HiRISE anaglyph,HiRISE DTM,GLF Head lon. (deg. East),GLF Head lon. (+/- 180),GLF Head lat. ,GLF Terminus lon. (deg. East),GLF Terminus lon. (+/- 180),GLF Terminus lat.,Mid-channel true right lon. (deg. East),Mid-channel true right lon. (+/- 180),Mid-channel true right lat.,Mid-channel true left lon. (deg. East),Mid-channel true left lon. (+/- 180),Mid-channel true left lat.,Centre lon. (deg. East),Centre Lon (-180 to 180),Centre .Lat,GLF length (km),GLF width (km),GLF area (km sq.),GLF orientation (deg.),Buffer min. elevation (m),Buffer max. elevation (m),Buffer MEAN elevation (m),Buffer STD. DEV. of elevation,Elongation
1085,P14_006672_1418_XI_38S262W,H0506_0000_DA4,125,yes,ESP_016403_1410,,,97.6318,97.6318,-38.6472,97.5854,97.5854,-38.7796,97.5762,97.5762,-38.7039,97.6113,97.6113,-38.7166,97.609,97.6086,-38.710,8.13565,1.78942,14.55812,195.27931,-770,-726,-748,22,4.54652
1086,P14_006672_1418_XI_38S262W,H0506_0000_DA4,125,yes,ESP_016403_1410,,,97.5352,97.5352,-38.7092,97.562,97.562,-38.7669,97.5449,97.5449,-38.74,97.561,97.561,-38.7317,97.549,97.5486,-38.736,3.63749,0.89224,3.24553,160.0932,-1506,713,-468.667,751.633,4.07678
1087,P14_006672_1418_XI_38S262W,H0506_0000_DA4,125,yes_(nearby),"ESP_016047_1410, ESP_020293_1410",ESP_020293_1410_ESP_016047_1410_RED_ANAGLYPH,,97.4663,97.4663,-38.7478,97.4307,97.4307,-38.7971,97.439,97.439,-38.7703,97.4565,97.4565,-38.78,97.449,97.4485,-38.775,3.35334,0.9922,3.32718,209.36771,-1744,687,-903.954,704.664,3.3797
1088,P14_006672_1418_XI_38S262W,H0506_0000_DA4,125,yes_(nearby),"ESP_016047_1410, ESP_020293_1410",ESP_020293_1410_ESP_016047_1410_RED_ANAGLYPH,,97.4326,97.4326,-38.7464,97.397,97.397,-38.7844,97.4072,97.4072,-38.7591,97.4194,97.4194,-38.7693,97.415,97.4148,-38.764,2.78922,0.82669,2.30581,216.1359,-1829,642,-1051.51,713.222,3.37398
1089,P02_001714_1413_XI_38S263W,H6437_0000_DA4,100,no,,,,96.9546,96.9546,-38.013,96.9111,96.9111,-38.053,96.9272,96.9272,-38.0252,96.9395,96.9395,-38.0369,96.933,96.93285,-38.031,3.12173,0.90037,2.81071,220.56917,-1909,575,-989.77,585.435,3.46716
1090,P02_001714_1413_XI_38S263W,H6437_0000_DA4,100,no,,,,96.9995,96.9995,-38.0369,97.0181,97.0181,-38.0823,97.0049,97.0049,-38.0369,97.0181,97.0181,-38.0579,97.009,97.0088,-38.047,2.82746,1.38884,3.9269,162.12713,-1686,528,-824.261,516.544,2.03584
1091,P14_006527_1423_XN_37S263W,H6437_0000_DA4,100,yes_(nearby),"ESP_020794_1420, ESP_020860_1420, PSP_003692_1415, PSP_005670_1415,  PSP_006672_1420, ESP_031910_1420","PSP_005670_1415_PSP_003692_1415_RED_ANAGLYPH, PSP_006672_1420_ESP_031910_1420_RED_ANAGLYPH",,96.9382,96.9382,-37.4028,96.8813,96.8813,-37.4307,96.9023,96.9023,-37.4077,96.9104,96.9104,-37.426,96.910,96.90975,-37.417,3.14794,1.14974,3.61931,238.293,-2163,-215,-933.03,428.463,2.73796
1092,P14_006527_1423_XN_37S263W,H6437_0000_DA4,100,no,,,,96.8245,96.8245,-37.4102,96.8237,96.8237,-37.4285,96.8171,96.8171,-37.4175,96.832,96.832,-37.4177,96.824,96.8241,-37.418,1.08532,0.70152,0.76137,181.98824,-2474,-904,-1562.49,442.637,1.5471
1093,P14_006527_1423_XN_37S263W,H6437_0000_DA4,100,no,,,,96.748,96.748,-37.4114,96.7351,96.7351,-37.4326,96.7366,96.7366,-37.4182,96.7437,96.7437,-37.4216,96.742,96.74155,-37.420,1.39559,0.39028,0.54466,205.78832,-2402,-1121,-1515.04,358.924,3.57589
1094,P14_006527_1423_XN_37S263W,H6437_0000_DA4,100,no,,,,96.7202,96.7202,-37.4221,96.7209,96.7209,-37.4382,96.7139,96.7139,-37.4304,96.7271,96.7271,-37.4312,96.721,96.72055,-37.431,0.95484,0.62309,0.59495,178.02281,-2746,-1084,-1810.7,481.491,1.53243
1095,P14_006527_1423_XN_37S263W,H6437_0000_DA4,100,no,,,,96.6091,96.6091,-37.4407,96.6331,96.6331,-37.4668,96.6123,96.6123,-37.458,96.6233,96.6233,-37.4468,96.621,96.6211,-37.452,1.9153,0.84177,1.61224,143.8789,-2691,-1267,-1637.39,380.276,2.27532
1096,P14_006527_1423_XN_37S263W,H6437_0000_DA4,100,no,,,,96.5796,96.5796,-37.4678,96.5896,96.5896,-37.4854,96.5771,96.5771,-37.4798,96.5928,96.5928,-37.4749,96.585,96.5846,-37.477,1.14432,0.79354,0.90807,155.73195,-2770,-1311,-1904.13,508.731,1.44204
1097,P14_006527_1423_XN_37S263W,H6437_0000_DA4,100,no,,,,96.5537,96.5537,-37.4802,96.5676,96.5676,-37.5071,96.553,96.553,-37.4956,96.5652,96.5652,-37.4922,96.561,96.56065,-37.494,1.7232,0.60809,1.04786,157.71142,-2720,-1325,-2095.52,346.849,2.83377
1098,P03_002202_1412_XN_38S264W,H2510_0001_DA4,125,yes,PSP_005459_1405,,,95.9209,95.9209,-38.9402,95.8784,95.8784,-39.0652,95.9204,95.9204,-39.0095,95.9414,95.9414,-39.0217,95.900,95.89965,-39.016,7.66317,1.20755,9.25365,194.78707,-853,1449,541.566,547.409,6.34607
1099,P15_006949_1384_XI_41S264W,H2510_0001_DA4,125,no,,,,95.9741,95.9741,-43.3147,95.9314,95.9314,-43.386,95.9368,95.9368,-43.3316,95.9758,95.9758,-43.3516,95.953,95.95275,-43.342,4.60939,2.05707,9.48183,203.5178,-2447,-972,-1863.46,367.568,2.24076
1100,P14_006593_1440_XN_36S265W,H0528_0000_DA4,100,no,,,,94.6331,94.6331,-37.8745,94.6821,94.6821,-37.9693,94.6409,94.6409,-37.9351,94.6702,94.6702,-37.9258,94.658,94.6576,-37.930,6.06805,1.47655,8.95977,157.83244,-2731,-933,-1790.69,534.191,4.10962
1101,P14_006593_1440_XN_36S265W,H0528_0000_DA4,100,no,,,,94.7166,94.7166,-37.8887,94.748,94.748,-37.9444,94.7212,94.7212,-37.9212,94.7446,94.7446,-37.9114,94.732,94.7323,-37.916,3.61319,1.2388,4.47601,156.03332,-3111,-999,-2200.51,538.861,2.91668
1102,P14_006593_1440_XN_36S265W,H0528_0000_DA4,100,no,,,,94.6064,94.6064,-38.0955,94.6504,94.6504,-38.1177,94.6226,94.6226,-38.1162,94.6372,94.6372,-38.0943,94.628,94.6284,-38.105,2.43772,1.46581,3.57323,122.682,-4552,-2459,-3142.37,433.65,1.66306
1103,P20_008887_1423_XI_37S266W,H0528_0000_DA4,100,yes,"ESP_028561_1410,  ESP_028983_1410",ESP_028983_1410_ESP_028561_1410_RED_ANAGLYPH,,94.3396,94.3396,-38.5486,94.4058,94.4058,-38.5376,94.3728,94.3728,-38.5488,94.3699,94.3699,-38.5383,94.373,94.3727,-38.544,3.13742,0.6367,1.99761,78.02664,-5101,-3653,-4588.07,397.334,4.9276
1104,P17_007661_1470_XI_33S267W,H0528_0000_DA4,100,yes,"PSP_003613_1465, PSP_003758_1465",PSP_003613_1465_PSP_003758_1465_RED_ANAGLYPH,,92.7883,92.7883,-33.2405,92.8044,92.8044,-33.2671,92.7913,92.7913,-33.2608,92.8064,92.8064,-33.2549,92.796,92.79635,-33.258,1.76707,0.82608,1.45974,153.15811,-4085,-2316,-2655.83,504.595,2.13911
1105,P17_007661_1470_XI_33S267W,H0528_0000_DA4,100,yes_(nearby),"PSP_003613_1465, PSP_003758_1465, PSP_007661_1455, PSP_008597_1460",PSP_003613_1465_PSP_003758_1465_RED_ANAGLYPH,,92.7922,92.7922,-33.2781,92.8386,92.8386,-33.2771,92.8184,92.8184,-33.2866,92.8186,92.8186,-33.2639,92.815,92.8154,-33.275,2.29998,1.3455,3.09462,88.53603,-4464,-2279,-3289.31,700.192,1.70939
1106,P01_001569_1448_XN_35S268W,H0528_0000_DA4,100,no,,,,91.6128,91.6128,-34.617,91.7656,91.7656,-34.5144,91.7002,91.7002,-34.5901,91.6821,91.6821,-34.5579,91.689,91.6892,-34.574,9.62302,2.10305,20.23769,50.84942,-3611,-2705,-3067.11,243.229,4.57574
1107,P02_001635_1444_XI_35S268W,H0550_0000_DA4,125,yes,"ESP_020425_1445, ESP_028482_1445, PSP_001635_1445, PSP_001978_1445, PSP_003112_1445",PSP_001978_1445_PSP_001635_1445_RED_ANAGLYPH,,91.147,91.147,-35.3062,91.1675,91.1675,-35.3562,91.1499,91.1499,-35.335,91.1633,91.1633,-35.3301,91.157,91.15725,-35.333,3.12496,0.71006,2.2189,161.51149,-3116,-3116,-3116,0,4.40099
1108,P02_001635_1444_XI_35S268W,H0550_0000_DA4,125,yes,"ESP_020425_1445, ESP_028482_1445, PSP_001635_1445, PSP_001978_1445, PSP_003112_1445",PSP_001978_1445_PSP_001635_1445_RED_ANAGLYPH,,91.0662,91.0662,-35.324,91.0952,91.0952,-35.364,91.0681,91.0681,-35.3445,91.0842,91.0842,-35.336,91.081,91.0807,-35.340,2.75441,0.92724,2.55399,149.40926,-4361,-3105,-3864.83,600.837,2.97055
1109,P02_001635_1444_XI_35S268W,H0550_0000_DA4,125,yes,"ESP_020425_1445, ESP_028482_1445, PSP_001635_1445, PSP_001978_1445, PSP_003112_1445",PSP_001978_1445_PSP_001635_1445_RED_ANAGLYPH,,91.0195,91.0195,-35.3279,91.0425,91.0425,-35.3645,91.0273,91.0273,-35.3474,91.0356,91.0356,-35.3438,91.031,91.031,-35.346,2.43771,0.45448,1.10789,152.86787,-4451,-3102,-3622.71,482.727,5.36376
1110,P17_007727_1415_XI_38S269W,H0550_0000_DA4,125,yes_(nearby),"ESP_017089_1430,  PSP_002545_1430, PSP_003468_1430, PSP_003956_1430",PSP_003956_1430_PSP_002545_1430_RED_ANAGLYPH,,90.1782,90.1782,-36.4966,90.1687,90.1687,-36.5235,90.1731,90.1731,-36.5103,90.1836,90.1836,-36.5117,90.173,90.17345,-36.511,1.65739,0.50704,0.84037,195.84393,-4665,-3858,-4187.24,268.783,3.26872
1111,P17_007727_1415_XI_38S269W,H0365_0000_DA4,75,yes_(nearby),"ESP_013199_1390, PSP_006224_1385",,,90.2534,90.2534,-40.6131,90.3101,90.3101,-40.6157,90.2776,90.2776,-40.625,90.2798,90.2798,-40.6048,90.282,90.28175,-40.615,2.55577,1.20137,3.07042,93.47532,-5374,-4547,-4886.43,241.357,2.12739
1112,P13_006224_1403_XN_39S270W,H0365_0000_DA4,75,yes,PSP_006224_1385,,,90.1873,90.1873,-40.9693,90.1421,90.1421,-40.9645,90.1663,90.1663,-40.9581,90.1647,90.1647,-40.975,90.165,90.1647,-40.967,2.04284,1.00424,2.05151,277.99068,-5537,-4787,-5096.86,256.242,2.03421
1113,P13_006224_1403_XN_39S270W,H0365_0000_DA4,75,yes,PSP_006224_1385,,,90.1735,90.1735,-40.9884,90.1487,90.1487,-40.9931,90.1606,90.1606,-40.9861,90.1624,90.1624,-40.995,90.161,90.1611,-40.991,1.14396,0.53363,0.61045,255.89761,-5585,-4771,-5076.64,254.848,2.14375
1114,P16_007147_1403_XN_39S271W,H2609_0000_DA4,125,yes_(nearby),"ESP_025726_1410, PSP_007147_1415",,,88.0967,88.0967,-38.2168,88.1455,88.1455,-38.2256,88.1187,88.1187,-38.2276,88.1228,88.1228,-38.2117,88.121,88.1211,-38.220,2.33148,0.96156,2.24185,102.94247,-5389,-4785,-5282.55,95.7468,2.42468
1115,P16_007147_1403_XN_39S271W,H2609_0000_DA4,125,yes_(nearby),"ESP_025726_1410, PSP_007147_1415",,,88.0696,88.0696,-38.1944,88.0408,88.0408,-38.2493,88.0466,88.0466,-38.2083,88.071,88.071,-38.2205,88.055,88.0552,-38.214,3.51951,1.34687,4.74033,202.38907,-5294,-4708,-4980.82,144.459,2.6131
1116,P13_006290_1412_XN_38S272W,H2609_0000_DA4,125,yes_(nearby),"PSP_006646_1415, PSP_007002_1410",,,87.9785,87.9785,-38.6458,87.9092,87.9092,-38.6013,87.9556,87.9556,-38.6082,87.9375,87.9375,-38.6375,87.944,87.94385,-38.623,4.15389,1.92833,8.01008,309.3958,-5348,-4582,-4859.6,209.619,2.15413
1117,P04_002743_1402_XI_39S273W,H2631_0001_DA4,175,yes,"PSP_005433_1400, PSP_006712_1400, PSP_007213_1400",,,86.167,86.167,-39.8269,86.1594,86.1594,-39.8084,86.1641,86.1641,-39.8176,86.1538,86.1538,-39.8242,86.163,86.1632,-39.821,1.14981,0.61065,0.70213,342.48509,-5849,-5130,-5334.15,267.319,1.88294
1118,P15_007068_1385_XN_41S274W,H2631_0001_DA4,175,yes_(nearby),ESP_012975_1370,,,85.9856,85.9856,-42.697,85.9985,85.9985,-42.7254,85.9839,85.9839,-42.7146,85.9995,85.9995,-42.7088,85.992,85.99205,-42.712,1.77459,0.76142,1.35121,161.5476,-6288,-5558,-6001.29,209.946,2.33062
1119,P13_006277_1369_XN_43S276W,H2195_0000_DA4,100,yes_(nearby),"ESP_028390_1355, PSP_004009_1355",,,83.5818,83.5818,-44.2742,83.5293,83.5293,-44.2927,83.5498,83.5498,-44.2781,83.5522,83.5522,-44.2974,83.556,83.55555,-44.288,2.48293,1.14846,2.85154,243.77412,-6924,-5712,-6534.01,344.759,2.16196
1120,P13_006277_1369_XN_43S276W,H2195_0000_DA4,100,yes_(nearby),"ESP_028390_1355, PSP_004009_1355",,,83.6016,83.6016,-44.2984,83.5332,83.5332,-44.3115,83.5671,83.5671,-44.2964,83.5676,83.5676,-44.3128,83.567,83.5674,-44.305,3.00339,0.97228,2.92014,254.99349,-6900,-5678,-6465.78,340.591,3.08901
1121,B07_012448_1240_XN_56S283W,none,none,yes,"ESP_012448_1240, ESP_014294_1240",,,77.0576,77.0576,-55.865,77.085,77.085,-55.7039,77.0977,77.0977,-55.7888,77.0479,77.0479,-55.7761,77.071,77.0713,-55.782,9.59219,1.82257,17.48242,5.47435,-2363,-1344,-1753.97,203.218,5.26301
1122,P17_007833_1419_XI_38S284W,none,none,no,,,,75.6018,75.6018,-35.5506,75.5635,75.5635,-35.5672,75.5823,75.5823,-35.5554,75.5859,75.5859,-35.5611,75.583,75.58265,-35.558,2.09251,0.37983,0.7948,241.94139,-7439,-5986,-6533.1,428.592,5.50903
1123,P17_007833_1419_XI_38S284W,none,none,no,,,,75.6333,75.6333,-35.6153,75.5967,75.5967,-35.6284,75.6165,75.6165,-35.6194,75.6184,75.6184,-35.6262,75.615,75.615,-35.623,1.92678,0.41331,0.79636,246.22468,-7456,-6157,-6603.27,360.605,4.66182
1124,P02_001728_1533_XI_26S286W,none,none,yes_(nearby),"ESP_013727_1530, ESP_032557_1535, PSP_004273_1535",,,73.6987,73.6987,-26.6306,73.6479,73.6479,-26.8045,73.6265,73.6265,-26.7053,73.6411,73.6411,-26.7078,73.673,73.6733,-26.707,10.65241,0.78712,8.38471,194.61287,-2892,-1796,-2348.35,205.747,13.53342
1125,P17_007530_1521_XN_27S291W,H0466_0000_DA4,150,no,,,,68.8787,68.8787,-27.4934,68.8462,68.8462,-27.5322,68.8503,68.8503,-27.5061,68.8689,68.8689,-27.5222,68.862,68.86245,-27.514,2.86489,1.36625,3.91416,216.60113,-3306,-1995,-2790.36,378.777,2.0969
1126,P14_006660_1465_XN_33S295W,none,none,no,,,,64.4954,64.4954,-30.8096,64.5112,64.5112,-30.8382,64.5029,64.5029,-30.824,64.5095,64.5095,-30.8211,64.503,64.5033,-30.823,1.87625,0.37736,0.70802,154.62381,-7048,-6251,-6539.8,267.068,4.97206
1127,B01_010075_1498_XI_30S301W,H5263_0001_DA4,125,yes,ESP_021758_1505,,,58.1479,58.1479,-29.3152,58.1294,58.1294,-29.3816,58.1328,58.1328,-29.3445,58.1475,58.1475,-29.3499,58.139,58.13865,-29.347,4.05002,0.82416,3.33787,193.64582,-2440,-472,-1533.03,525.561,4.91411
1128,B01_010075_1498_XI_30S301W,H5263_0001_DA4,125,yes_(nearby),ESP_021758_1505,,,58.3735,58.3735,-29.219,58.3828,58.3828,-29.2454,58.3706,58.3706,-29.2346,58.3848,58.3848,-29.2293,58.378,58.37815,-29.232,1.63703,0.79883,1.30771,162.91432,-2150,-916,-1514.76,275.207,2.04929
1129,P15_006713_1494_XI_30S303W,H5263_0001_DA4,125,no,,,,57.0889,57.0889,-29.8291,57.0154,57.0154,-29.854,57.0525,57.0525,-29.8396,57.0549,57.0549,-29.8491,57.052,57.05215,-29.844,4.05678,0.57644,2.33849,248.64798,-2850,-1772,-2099.72,315.137,7.03767
1130,P18_008071_1450_XI_35S303W,H2613_0000_DA4,200,yes,ESP_019134_1475,,,56.6484,56.6484,-32.4961,56.5693,56.5693,-32.5108,56.606,56.606,-32.4937,56.6082,56.6082,-32.5171,56.609,56.60885,-32.505,4.04884,1.3913,5.63316,257.55178,-7214,-6062,-6664.16,278.084,2.9101
1131,P19_008269_1420_XI_38S308W,none,none,no,,,,51.2676,51.2676,-35.1536,51.2588,51.2588,-35.2547,51.2505,51.2505,-35.1975,51.2798,51.2798,-35.2014,51.263,51.2632,-35.199,6.00747,1.43781,8.6376,184.06565,-5578,-4096,-4842.33,332.383,4.17821
1132,P17_007834_1426_XN_37S310W,none,none,no,,,,48.8901,48.8901,-35.4431,48.8701,48.8701,-35.4988,48.8711,48.8711,-35.4656,48.8906,48.8906,-35.4719,48.880,48.8801,-35.469,3.43968,1.01267,3.48327,196.29456,-4369,-3361,-3888.28,311.86,3.39663
1133,P17_007834_1426_XN_37S310W,none,none,no,,,,48.9673,48.9673,-35.4768,48.9048,48.9048,-35.513,48.9341,48.9341,-35.4929,48.9404,48.9404,-35.51,48.936,48.93605,-35.501,3.70139,1.05815,3.91661,234.55374,-4323,-3069,-3648.61,442.301,3.49799
1134,P17_007834_1426_XN_37S310W,none,none,no,,,,49.0049,49.0049,-35.6096,48.9497,48.9497,-35.6204,48.978,48.978,-35.6077,48.979,48.979,-35.6209,48.977,48.9773,-35.614,2.73573,0.78387,2.14445,256.45191,-4786,-3308,-4193.18,411.385,3.49006
1135,P21_009126_1422_XN_37S311W,none,none,yes_(nearby),ESP_029433_1435,,,48.2021,48.2021,-35.5415,48.3149,48.3149,-35.5906,48.2373,48.2373,-35.5857,48.2646,48.2646,-35.5383,48.259,48.2585,-35.562,6.16824,3.10254,19.13721,118.18452,-3540,-1748,-2579.62,553.442,1.98813
1136,P21_009126_1422_XN_37S311W,none,none,yes_(nearby),ESP_029433_1435,,,48.1841,48.1841,-35.5984,48.2805,48.2805,-35.6475,48.2075,48.2075,-35.6541,48.2405,48.2405,-35.5891,48.232,48.2323,-35.622,5.48097,4.16783,22.84376,122.09899,-3781,-1719,-2704.95,571.915,1.31507
1137,P17_007755_1336_XN_46S312W,none,none,yes_(nearby),ESP_023921_1340,,,47.2939,47.2939,-45.2727,47.3625,47.3625,-45.2512,47.3303,47.3303,-45.2686,47.3271,47.3271,-45.2573,47.328,47.3282,-45.263,3.13283,0.68294,2.13954,66.02236,-4146,-1414,-3007.21,818.285,4.58725
1138,P17_007755_1336_XN_46S312W,none,none,yes_(nearby),ESP_023921_1340,,,47.3447,47.3447,-45.3701,47.4314,47.4314,-45.3653,47.3862,47.3862,-45.3867,47.3862,47.3862,-45.3557,47.388,47.38805,-45.371,3.6215,1.83741,6.65419,85.52509,-3897,-1126,-2836.45,753.74,1.97098
1139,P17_007755_1336_XN_46S312W,none,none,yes,ESP_023921_1340,,,47.2817,47.2817,-45.5427,47.1675,47.1675,-45.6575,47.2065,47.2065,-45.5935,47.229,47.229,-45.6165,47.225,47.2246,-45.605,8.29021,1.65194,13.69493,214.79734,-2168,-740,-1344.36,390.274,5.01847
1140,P17_007755_1336_XN_46S312W,H2210_0000_DA4,100,yes_(nearby),"ESP_012238_1315, ESP_012383_1315",ESP_012238_1315_ESP_012383_1315_RED_ANAGLYPH,,47.6646,47.6646,-48.1394,47.9263,47.9263,-48.0633,47.8174,47.8174,-48.1218,47.8027,47.8027,-48.0686,47.795,47.79545,-48.095,11.29812,3.20648,36.22724,66.56737,-1993,-7,-978.477,498.59,3.52352
1141,P18_008045_1435_XI_36S312W,none,none,yes,"ESP_028299_1445, PSP_008691_1445",,,46.874,46.874,-35.2488,46.8799,46.8799,-35.282,46.8672,46.8672,-35.2669,46.8867,46.8867,-35.2644,46.877,46.87695,-35.266,1.98842,0.95525,1.89943,171.74579,-1503,-14,-585.1,423.511,2.08157
1142,P18_008045_1435_XI_36S312W,none,none,yes_(nearby),PSP_008691_1445,,,47.1426,47.1426,-35.4304,47.1133,47.1133,-35.4715,47.1177,47.1177,-35.447,47.1343,47.1343,-35.4568,47.128,47.12795,-35.452,2.81704,0.98984,2.78843,210.13667,-2221,-403,-1468.38,527.501,2.84595
1143,P18_008190_1431_XI_36S312W,none,none,no,,,,47.373,47.373,-35.0095,47.5303,47.5303,-35.0535,47.4443,47.4443,-35.0408,47.4482,47.4482,-35.0134,47.452,47.45165,-35.027,8.06749,1.63503,13.19059,108.90566,-1619,14,-996.228,435.217,4.93415
1144,P15_006753_1404_XN_39S313W,none,none,yes,PSP_008256_1400,,,46.2563,46.2563,-39.742,46.377,46.377,-39.9031,46.2363,46.2363,-39.8504,46.3657,46.3657,-39.7918,46.317,46.31665,-39.821,11.01663,6.83844,75.33654,150.12132,-2741,-792,-1559.18,520.756,1.61099
1145,P14_006674_1294_XN_50S314W,none,none,no,,,,45.2046,45.2046,-50.4573,45.3413,45.3413,-50.3386,45.3228,45.3228,-50.4138,45.3022,45.3022,-50.4046,45.273,45.27295,-50.409,8.7278,0.95018,8.293,36.33569,-1848,-605,-1135.44,315.961,9.18539
1146,P03_002072_1459_XN_34S316W,none,none,no,,,,44.2092,44.2092,-34.3242,44.2,44.2,-34.3599,44.1934,44.1934,-34.3367,44.2173,44.2173,-34.3408,44.205,44.2046,-34.339,2.16336,1.19468,2.58451,192.00973,-832,702,-166.085,422.869,1.81083
1147,P03_002072_1459_XN_34S316W,none,none,no,,,,43.9785,43.9785,-34.2293,43.9595,43.9595,-34.2566,43.9646,43.9646,-34.24,43.97,43.97,-34.2432,43.969,43.969,-34.242,1.8668,0.32555,0.60773,209.90778,-936,388,-452.576,377.212,5.73433
1148,P14_006529_1317_XN_48S316W,none,none,no,,,,43.3428,43.3428,-46.5227,43.396,43.396,-46.5183,43.3721,43.3721,-46.5305,43.3721,43.3721,-46.513,43.369,43.3694,-46.522,2.18534,1.03725,2.26675,83.16542,-362,1067,480.42,396.929,2.10687
1149,P14_006529_1317_XN_48S316W,none,none,no,,,,43.3564,43.3564,-46.6502,43.4067,43.4067,-46.6399,43.3853,43.3853,-46.6516,43.3823,43.3823,-46.6394,43.382,43.38155,-46.646,2.13585,0.73334,1.56631,73.4097,-93,1074,609.366,315.637,2.91249
1150,P14_006529_1317_XN_48S316W,none,none,no,,,,43.3677,43.3677,-47.0911,43.5562,43.5562,-47.0979,43.4619,43.4619,-47.1306,43.4683,43.4683,-47.073,43.462,43.46195,-47.102,7.61691,3.42378,26.07866,93.10223,-129,1096,649.544,322.252,2.22471
1151,P14_006529_1317_XN_48S316W,none,none,no,,,,43.8809,43.8809,-48.1453,44.0166,44.0166,-48.4046,43.8794,43.8794,-48.3142,44.0103,44.0103,-48.2586,43.949,43.94875,-48.286,16.27465,6.1248,99.67897,160.84702,618,1873,1181.52,255.853,2.65717
1152,P20_008678_1303_XN_49S316W,H2287_0001_DA4,75,no,,,,43.4453,43.4453,-48.6424,43.521,43.521,-48.7444,43.4424,43.4424,-48.7132,43.5132,43.5132,-48.6834,43.483,43.48315,-48.698,6.73216,3.28499,22.11511,153.9287,-758,-433,-575.658,73.6758,2.04937
1153,P22_009746_1360_XI_44S316W,H2287_0001_DA4,75,no,,,,43.4077,43.4077,-42.2534,43.3828,43.3828,-42.2652,43.3901,43.3901,-42.2476,43.3987,43.3987,-42.2671,43.395,43.39525,-42.257,1.29703,1.21581,1.57693,237.35998,-244,1384,477.269,501.167,1.0668
1154,P15_006740_1329_XN_47S317W,H6552_0000_DA4,125,no,,,,42.2944,42.2944,-46.1272,42.377,42.377,-46.1184,42.3403,42.3403,-46.1428,42.3374,42.3374,-46.1082,42.336,42.3357,-46.126,3.43322,2.05425,7.05267,81.29133,-4,1322,779.885,416.974,1.67128
1155,P15_006740_1329_XN_47S317W,H6552_0000_DA4,125,no,,,,42.3193,42.3193,-46.2229,42.3823,42.3823,-46.2268,42.354,42.354,-46.2361,42.354,42.354,-46.2122,42.351,42.3508,-46.224,2.59368,1.41659,3.67417,95.13594,-38,1328,744.847,485.941,1.83094
1156,P15_006740_1329_XN_47S317W,H6552_0000_DA4,125,no,,,,42.3276,42.3276,-46.2703,42.3906,42.3906,-46.2737,42.3574,42.3574,-46.2859,42.3594,42.3594,-46.2591,42.359,42.3591,-46.273,2.589,1.59058,4.11802,94.48708,-58,1546,688.671,514.885,1.6277
1157,P16_007241_1369_XN_43S317W,none,none,no,,,,42.4553,42.4553,-40.7996,42.4512,42.4512,-40.8267,42.4429,42.4429,-40.8115,42.4626,42.4626,-40.8164,42.453,42.45325,-40.814,1.61675,0.93022,1.50393,186.53082,-610,564,-110.373,400.943,1.73803
1158,P16_007241_1369_XN_43S317W,none,none,no,,,,42.5466,42.5466,-40.8245,42.5215,42.5215,-40.853,42.5278,42.5278,-40.8313,42.5415,42.5415,-40.843,42.534,42.53405,-40.837,2.02986,0.92646,1.88059,213.66722,-600,448,-38.3135,361.184,2.19098
1159,P16_007241_1369_XN_43S317W,none,none,no,,,,42.7869,42.7869,-43.2537,42.8162,42.8162,-43.2583,42.801,42.801,-43.2683,42.8042,42.8042,-43.2493,42.802,42.80155,-43.259,1.29386,1.1346,1.468,102.17492,-387,1179,494.958,465.921,1.14037
1160,P16_007241_1369_XN_43S317W,H6552_0000_DA4,125,no,,,,42.771,42.771,-43.7005,42.9875,42.9875,-43.6856,42.8962,42.8962,-43.7066,42.8933,42.8933,-43.6868,42.879,42.87925,-43.697,9.32031,1.18013,10.99922,84.63758,378,1004,602.792,123.751,7.89766
1161,P18_007887_1349_XN_45S317W,none,none,no,,,,43.2695,43.2695,-46.8657,43.23,43.23,-46.844,43.252,43.252,-46.8496,43.2456,43.2456,-46.8643,43.250,43.24975,-46.857,2.05368,0.90908,1.86697,308.76209,-201,1165,742.931,401.407,2.25907
1162,P18_007887_1349_XN_45S317W,none,none,no,,,,43.1296,43.1296,-46.4336,43.085,43.085,-46.4038,43.1194,43.1194,-46.4097,43.103,43.103,-46.4295,43.107,43.1073,-46.420,2.53789,1.35141,3.42973,314.08824,-163,1105,392.445,347.926,1.87795
1163,P12_005606_1421_XI_37S318W,none,none,no,,,,42.0801,42.0801,-36.1692,42.0601,42.0601,-36.2405,42.0586,42.0586,-36.2049,42.0811,42.0811,-36.2127,42.070,42.0701,-36.209,4.33295,1.17116,5.07457,192.74766,-276,1646,755.635,575.393,3.69971
1164,P12_005606_1421_XI_37S318W,none,none,yes_(nearby),ESP_020862_1430,,,41.979,41.979,-37.1631,41.9849,41.9849,-37.0818,41.9871,41.9871,-37.1201,41.9717,41.9717,-37.1145,41.982,41.98195,-37.117,4.82682,0.79996,3.86128,3.31346,-288,362,-56.1801,178.955,6.03382
